"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"4503738062","4502823713","17036629","","","2009-09-30 18:33:14 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@dhudgins activites that require you to role play with a stranger or require the use of colored markers and butcher paper."
"4502416089","4502211613","14607874","","","2009-09-30 17:32:21 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@BlikeU I've got the latest QT and it works great."
"4502074253","","","","","2009-09-30 17:16:58 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @Holtsman: @teryl_magee I'm a little intimidated by your new twit pic.  Am I cool enough to @ you?  :) Melanie, we may have to unfollow."
"4501973977","","","","","2009-09-30 17:12:27 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","People are stupid. http://bit.ly/7R5yx"
"4501923302","4501863865","14276073","","","2009-09-30 17:10:11 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@idarknight explaining twitter? Good luck"
"4501710666","4501676251","9625932","","","2009-09-30 17:01:01 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@chamada Yes. I don't even have to convert them. I just tried it out. Have you upgraded your Flip firmware? iYou don't need to convert"
"4501628999","4501202547","16007075","","","2009-09-30 16:57:29 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@anneksmith High School teachers all have a ""cutesy antenna"" They sniff them out very easily. Elementary teachers generally comply."
"4501610383","4501261082","14070562","","","2009-09-30 16:56:39 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@kathycassidy   it worked for me. Not sure what the issue is. Updating Flash? That's just a guess."
"4501467975","","","","","2009-09-30 16:50:28 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Does the Flip Video work in Snow Leopard? @kathycassidy  is having issues."
"4501426076","4500886109","11183102","","","2009-09-30 16:48:39 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@tyyost ice breaker activities like filling in sheets about people's interests. It teeters on the line of cutesy at times."
"4500803315","","","","","2009-09-30 16:22:05 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","There's a fine line in PD sessions between ""cutesy activities"" and interaction.  Careful."
"4500402037","4500284686","16530770","","","2009-09-30 16:05:01 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@Horizons93 Congrats. I've enjoyed learning with you."
"4500109316","4499326994","14571653","","","2009-09-30 15:52:51 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@sethdickens we're hoping. Keep in mind you likely have 1st term students but your guidance and influence will be greatly appreciated."
"4498950089","","","","","2009-09-30 15:03:04 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","At a Teacher Leadership Meeting at 15 Wing. Home of the SnowBirds. The F-18's are flying above us as we learn."
"4498915249","4497716645","10678032","","","2009-09-30 15:01:40 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@baldy7 One of my major roles this year is to continue to link assessment FOR learning with technology."
"4497250862","4496173057","10678032","","","2009-09-30 13:45:47 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@baldy7 I like Guskeys stuff. Heard him a couple of years ago. Hoping he's updated his research to include some tech"
"4490056974","4489955057","6059442","","","2009-09-30 04:45:59 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@taliacarbis Just a link to a local news story."
"4489708365","","","","","2009-09-30 04:25:43 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Just got scolded by Flickr for trying to use a bitly link http://bit.ly/43yD7s"
"4488993206","4488464627","11259032","","","2009-09-30 03:47:26 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@tuchodi that's impressive."
"4488407715","4488231110","11259032","","","2009-09-30 03:19:08 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@tuchodi no clue."
"4488401601","4488109127","7612982","","","2009-09-30 03:18:51 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@dlaufenberg that fact that it bothers you provides me with a minor consolation to the drubbings you put on me in Scrabble."
"4488383862","4488276578","14753926","","","2009-09-30 03:18:01 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@neilstephenson I've just posted the matchups and emailed them to contact all of you by Friday. http://bit.ly/18mIRy"
"4487997096","","","","","2009-09-30 03:00:18 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Just caught the replay of Sunday's Viking's win via Mr. Favre's last second heroics. Sweet, even on the replay."
"4487197018","4486892442","14602895","","","2009-09-30 02:25:04 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@Clairvoy you probably already have."
"4487041886","","","","","2009-09-30 02:18:33 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","What wind did today in Moose Jaw. http://bit.ly/1Kv7D8"
"4486935260","4486852414","19326761","","","2009-09-30 02:14:05 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@GiftedTeechur  not yet. I'll send something out in the next day or two."
"4486737608","","","","","2009-09-30 02:05:50 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Stephen Downes doesn't think much of Dan Willingham http://bit.ly/Cb3pJ"
"4486690118","4486673144","7108702","","","2009-09-30 02:03:52 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@chrislehmann One. @willrich45  vs. everyone else."
"4486630313","","","","","2009-09-30 02:01:27 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @Larryferlazzo: Fun baseball infographics http://www.flipflopflyin.com/flipflopflyball/index.html"
"4486580771","4486410585","7108702","","","2009-09-30 01:59:33 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@chrislehmann As a backup, how about this discussion: ""Bacon. Is it really the food of the future?""  You'd see some passion there."
"4486060151","","","","","2009-09-30 01:37:28 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Where can i watch Alias Season 2 online?"
"4485957456","4485883995","8555232","","","2009-09-30 01:33:11 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@TeachaKidd It wasn't just him. I read it on the site. @crafty184 let me know there's a bug in this JB that requires that change."
"4485877295","4485795508","12363792","","","2009-09-30 01:29:58 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@jonbecker Just home from the supermarket. My butt is now glued to a chair, it will take a mountain to move me.....or my wife"
"4485849471","","","","","2009-09-30 01:28:45 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @courosa: Cool! http://www.spezify.com/#/eci831"
"4485776600","4485570352","8555232","","","2009-09-30 01:25:34 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@TeachaKidd Yes. As it turns out the last step, Set up as NEW phone was what I needed to do."
"4485764018","4485588433","12363792","","","2009-09-30 01:25:02 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@jonbecker I just installed it. Now what. How can I make you envious?"
"4485755691","4485636807","22107679","","","2009-09-30 01:24:40 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@stangea I'll ask to install Askimet. It catches pretty much all the spam to my site.WP Multi-User is what we use to manage and create blogs"
"4485571466","4485472513","13822122","","","2009-09-30 01:16:51 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@itrt Thank you."
"4485538832","4485400013","12363792","","","2009-09-30 01:15:29 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@jonbecker  I don't know what the app is or how I'll use it but if it will make you envious, I'll download it."
"4484743123","","","","","2009-09-30 00:41:08 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","RT @joebjr: @shareski @Teachakidd I believe we filled the quota during VietNam years and the door slammed shut after @djakes 1st foray north"
"4483026588","4482592343","1349941","","","2009-09-29 23:26:21 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@willrich45 we need more models of how to live online. We can't NOT play."
"4482994832","4482178698","739293","","","2009-09-29 23:24:56 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@courosa I couldn't resist commenting. Hope I wasn't too harsh."
"4482834800","","","","","2009-09-29 23:17:52 +0000","web",".@courosa @Teachakidd wants to be Canadian. Are we taking applications or are we full?"
"4482209279","4481648561","5813462","","","2009-09-29 22:50:09 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@ransomtech it's Dean from Moose Jaw. Not a fan of the term Web 2.0. I prefer Read/Write web if you must have a label."
"4482059911","4481280609","6581222","","","2009-09-29 22:43:30 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@djakes I've never claimed to be very smart. Bravery is all I have."
"4480833325","4480789113","6581222","","","2009-09-29 21:47:23 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@djakes Agree. I wouldn't take the chance.  I've heard the buses in Philly are huge."
"4480648781","4480619797","40726837","","","2009-09-29 21:38:55 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@MrBrettYoung More a student, not really a buddy. But yes we did golf together once this summer."
"4480458084","4480122563","6581222","","","2009-09-29 21:30:26 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@djakes yeah, hoping some warm climate type place invites me for conference but I told @chrislehmann after last year, I'd there. You?"
"4479308610","4479297104","13032","","","2009-09-29 20:38:09 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@bryanhughes never."
"4479142305","","","","","2009-09-29 20:31:02 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","I just email our techs asking to add plugins to our division's WP MU sites and its' done."
"4479051983","4478711006","7010142","","","2009-09-29 20:27:04 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@smartinez you're such a rebel."
"4479047898","4478984051","14350762","","","2009-09-29 20:26:53 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@zecool Sorry I don't speak French. ;)"
"4478971354","4478951434","1249711","","","2009-09-29 20:23:27 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@irasocol thanks."
"4478854807","","","","","2009-09-29 20:18:15 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>",".@zecool merci beau coup. (See what I did there)"
"4478791325","","","","","2009-09-29 20:15:24 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @jaymiek: If the twitter community were 100 people: http://bit.ly/oe2yb"
"4478712439","","","","","2009-09-29 20:11:49 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>",".@kylepace Merci."
"4478570372","","","","","2009-09-29 20:05:26 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","A teacher is looking for SMARTboard resources for or in French. Anyone?"
"4478330501","4477740228","739293","","","2009-09-29 19:54:45 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@courosa that was me. Sorry."
"4478290770","","","","","2009-09-29 19:52:57 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","I just registered for EduCon.  http://bit.ly/ZmEiR Cost me $150. How much is that Canadian?"
"4478162180","","","","","2009-09-29 19:47:16 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @jessicahagy: If you're in Seattle, come to my show on Thursday & I will hug you. http://tinyurl.com/y8hxeea"
"4477534614","4477503117","36094444","","","2009-09-29 19:19:08 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@Gaiaellyn Craik School http://bit.ly/dQET8"
"4476849524","4474861975","7198542","","","2009-09-29 18:47:46 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@ddmeyer I also emailed a few local Math folks. I referred to you as thoughtful and passionate. Any other words I should have used?"
"4475159676","4475081759","6567132","","","2009-09-29 17:30:58 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@snbeach Hey everyone. Ready for some great, new learning? Buckle up. #advisplp"
"4474836658","4474793950","12363792","","","2009-09-29 17:16:26 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@jonbecker  I like how you think. @woscholar  and @paulrwood would team up nicely. I""m glad that's settled."
"4474684505","4474507075","12363792","","","2009-09-29 17:09:40 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@jonbecker Perhaps a second committee should be struck to oversee any food choices made by @willrich45  I nominate you and @djakes"
"4474665530","","","","","2009-09-29 17:08:47 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @ddmeyer: ""How To Save Math Education"" is my free one-hour webinar with O'Reilly. 10AM PST, Thursday, October 1. http://bit.ly/JOcK2"
"4474512519","","","","","2009-09-29 17:02:13 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Got my phone Jailbroken and running again. Thanks to @crafty184  and @aschmitz BTW, how do people function w/out Twitter? Discuss."
"4474220983","4474154554","10645702","","","2009-09-29 16:49:34 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@imcguy a nice function of the theme. http://bit.ly/mexHK"
"4473706255","4473648933","12143902","","","2009-09-29 16:27:15 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@WillyB it's probably for the best. ;)"
"4473562552","","","","","2009-09-29 16:20:59 +0000","<a href=""http://www.phpvrouwen.nl"" rel=""nofollow"">Twitme for WordPress</a>","I have something to share(ski) on Ideas and Thoughts from an EdTech you can find it here http://bit.ly/3ovOH"
"4473270135","","","","","2009-09-29 16:08:15 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @ijohnpederson: @Shareski This should make you 35% better. http://yfrog.com/0mndzkj Do I rub it on my clothes?"
"4472314127","","","","","2009-09-29 15:26:34 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>",".@mctoonish @mmuir  that was my initial response. Direct Instruction will always be an important strategy."
"4471787656","","","","","2009-09-29 15:03:23 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","Reading this http://bit.ly/ltjcz what do you think?"
"4471136855","4471029339","9366812","","","2009-09-29 14:33:50 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@aschmitz ""do you have an iphone contract you would normally activate through itunes?"" say yes?"
"4471019676","4470985353","9366812","","","2009-09-29 14:28:29 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@aschmitz so begin by re-pwning?"
"4470939669","4470561942","9366812","","","2009-09-29 14:24:43 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@aschmitz so I do I remake the image?"
"4464719727","","","","","2009-09-29 06:45:48 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Help! My jailbreak does not recognize my carrier. I just converted my iPhone into an iPod. What do I do now? @crafty184 or anyone else?"
"4464031081","","","","","2009-09-29 05:51:05 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","restore didn't keep jailbroken apps. I guess I have to reinstall. Did I do it wrong?"
"4463983119","4463802185","6419872","","","2009-09-29 05:47:41 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","@paulvalach Society may consider it lack of civility"
"4463965963","4463794738","60731775","","","2009-09-29 05:46:26 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","@kbarnstable this is the rubric I use with my undergrads http://bit.ly/rJwMZ"
"4463736221","","","","","2009-09-29 05:30:17 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","How long before shaking hands with someone becomes a health hazard and we just don't do it anymore?"
"4463684109","","","","","2009-09-29 05:26:34 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","Into hour 2 of my new jailbreak. Doing the last restore to get back all my settings."
"4462346564","4461509559","8555232","","","2009-09-29 04:07:53 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@TeachaKidd Lee's son is a very helpful young man. As long as he doesn't swim with his phone in his pocket . Thanks Josh."
"4461520847","4461446622","739743","","","2009-09-29 03:28:32 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@shareski will a restore do something bad?"
"4461446622","4461386057","8555232","","","2009-09-29 03:25:08 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@TeachaKidd I want to keep those. No I didnt' just jailbreak it but I need to do a new one and was going to do the update tonight"
"4461303349","4461278900","8555232","","","2009-09-29 03:19:06 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@TeachaKidd what do you mean settings?"
"4461246221","4461232635","8555232","","","2009-09-29 03:16:36 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@TeachaKidd yes. Do I?"
"4461235949","","","","","2009-09-29 03:16:09 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","One of my favorite songs by @meredithmusic  http://bit.ly/421KhN Have a listen."
"4461202666","","","","","2009-09-29 03:14:42 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>",".@DustinSwanson How's Viigo? Can you upload photos?"
"4461055307","","","","","2009-09-29 03:08:14 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","My jailbroken iphone is being asked to ""set up phone"" in itunes. What do I do?"
"4460750218","4460609608","15282466","","","2009-09-29 02:55:12 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@aforgrave thanks Andrew."
"4460592908","4460549057","2241031","","","2009-09-29 02:48:22 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@benhazzard  Purpose and content are user controlled. That should be part of the learning."
"4460574295","4460489767","16530770","","","2009-09-29 02:47:35 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@Horizons93 or this. http://bit.ly/3fbBxt"
"4460543698","4460496395","10678032","","","2009-09-29 02:46:16 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@baldy7 That should be part of PLP. ;)"
"4460531458","4460489767","16530770","","","2009-09-29 02:45:46 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@Horizons93 It's the only way I've tried since that's what we use.  Would this work? http://bit.ly/HYY0p"
"4460474454","4460413301","10678032","","","2009-09-29 02:43:21 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@baldy7 Been to Fenway, Wrigley, Old Yankee, Old Shea,  Old Milwaukee Nationals, Camden, Miller, Metrodome, Rogers Center and Rangers Park."
"4460443963","4460375344","16530770","","","2009-09-29 02:42:02 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@Horizons93 Do you use an Exchange Server for school? If so Google Sync works well."
"4460424725","","","","","2009-09-29 02:41:11 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>",".@irasocol The only difference is choice.Players choose 2 be on the team. Students dont always choose but like sports it should b encouraged"
"4460333389","","","","","2009-09-29 02:37:18 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","My daughter's clever lyrics http://bit.ly/17UIXb"
"4460279408","","","","","2009-09-29 02:35:05 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","My screencast.com bandwidth ran out.Going 2 have 2 start uploading 2 my  server.A few extra clicks but screencast storage isn't worth $100"
"4460196956","4460178633","10678032","","","2009-09-29 02:31:35 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@baldy7 Great ballpark. I also enjoyed the Nationals park. My fav new park is still Miller Park."
"4460158602","4460127385","10678032","","","2009-09-29 02:30:00 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@baldy7 It's Camden. We watched the Sox play there."
"4460126542","4460003236","2241031","","","2009-09-29 02:28:37 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@benhazzard beyond the legal challenges you face, in principle I want my kids to be found.  The sports analogy stands."
"4460046787","4459814297","6066612","","","2009-09-29 02:25:15 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@KarenJan you + Red Sox= rain. You were nearby when I took this photo  http://twitpic.com/jk8iq"
"4459907256","4459827607","2241031","","","2009-09-29 02:19:26 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","@benhazzard I would say yes. Do students use fake names when playing on the football team?"
"4459878676","","","","","2009-09-29 02:18:14 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Thai food tonight at Nits with friends. I ate too much."
"4459810152","","","","","2009-09-29 02:15:22 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","RT @meredithmusic: My CBC radio2 Live Concert...http://tinyurl.com/yfxf3r3"
"4455826667","4452744293","739293","","","2009-09-28 23:28:15 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","@courosa I left a comment."
"4455549327","","","","","2009-09-28 23:16:04 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","RT @kditzler @shareskiMy dessert tonight...I blame you http://twitpic.com/jjehl"
"4454801963","","","","","2009-09-28 22:43:14 +0000","<a href=""http://echofon.com/"" rel=""nofollow"">Echofon</a>","Watching elementary girls volleyball. It's a little painful.  http://twitpic.com/jjd8b"
"4453639833","","","","","2009-09-28 21:51:18 +0000","<a href=""http://83degrees.com/to/powertwitter"" rel=""nofollow"">Power Twitter</a>","I change 1 little thing, sidebar width in the style.css, of a WP blog and IE has a major snit fit and borks it. I can't even change it back"
"4449773566","4449175655","12363792","","","2009-09-28 18:56:48 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@jonbecker I miss the bird."
"4449764864","4449141935","14680596","","","2009-09-28 18:56:24 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","@ajkeen If your phone is jailbroken, perhaps."
"4449567021","","","","","2009-09-28 18:47:27 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @smartinez: nobody gives kids worksheets and says, ""here's a fun math game!"" why do we expect them to believe it when it's electronic?"
"4446736321","","","","","2009-09-28 16:42:49 +0000","<a href=""http://www.tweetdeck.com/"" rel=""nofollow"">TweetDeck</a>","RT @Dowbiggin: @shareski What do I win? A retweet. ;)"
